run_accession,study_accession,experiment_accession,experiment_title,experiment_desc,organism_taxid,organism_name,library_strategy,library_source,library_selection,library_layout,sample_accession,sample_title,instrument,total_spots,total_size,run_total_spots,run_total_bases,run_alias,sra_url_alt,sra_url,experiment_alias,Alias,ENA checklist,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,SRA accession,Sample Name,Title,collection date,environment (biome),environment (feature),environment (material),geographic location (country and/or sea),geographic location (latitude),geographic location (longitude),human gut environmental package,investigation type,project name,sequencing method,ena_fastq_http,ena_fastq_http_1,ena_fastq_http_2,ena_fastq_ftp,ena_fastq_ftp_1,ena_fastq_ftp_2
ERR1995303,ERP022986,ERX2055172,Illumina HiSeq 2000 sequencing,Illumina HiSeq 2000 sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,SINGLE,ERS1726309,,Illumina HiSeq 2000,766435,65525225,766435,60293366,ena-RUN-BGI-01-06-2017-09:26:47:677-33,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995303/ERAS4_Dag8opt_wHAXPI002152-68.clean.single.rmhost.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995303/ERR1995303.1,,ERAS4_Dag8opt,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726309,ERS1726309,ERAS4_Dag8opt,2012-05-18,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/003/ERR1995303/ERR1995303.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/003/ERR1995303/ERR1995303.fastq.gz,
ERR1995302,ERP022986,ERX2055171,Illumina HiSeq 2000 sequencing,Illumina HiSeq 2000 sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,SINGLE,ERS1726308,,Illumina HiSeq 2000,818594,71112352,818594,67197104,ena-RUN-BGI-01-06-2017-09:26:47:677-32,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995302/ERAS4_Dag4opt_wHAXPI002151-67.clean.single.rmhost.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995302/ERR1995302.1,,ERAS4_Dag4opt,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726308,ERS1726308,ERAS4_Dag4opt,2012-05-14,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/002/ERR1995302/ERR1995302.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/002/ERR1995302/ERR1995302.fastq.gz,
ERR1995301,ERP022986,ERX2055170,Illumina HiSeq 2000 sequencing,Illumina HiSeq 2000 sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,SINGLE,ERS1726307,,Illumina HiSeq 2000,856341,73348183,856341,68103132,ena-RUN-BGI-01-06-2017-09:26:47:676-31,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995301/ERAS4_Dag42_wHAXPI002153-70.clean.single.rmhost.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995301/ERR1995301.1,,ERAS4_Dag42,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726307,ERS1726307,ERAS4_Dag42,2012-06-21,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/001/ERR1995301/ERR1995301.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/001/ERR1995301/ERR1995301.fastq.gz,
ERR1995300,ERP022986,ERX2055169,Illumina HiSeq 2000 sequencing,Illumina HiSeq 2000 sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,SINGLE,ERS1726306,,Illumina HiSeq 2000,1167284,98596958,1167284,90157955,ena-RUN-BGI-01-06-2017-09:26:47:676-30,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995300/ERAS4_Dag180_wHAXPI002154-71.clean.single.rmhost.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995300/ERR1995300.1,,ERAS4_Dag180,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726306,ERS1726306,ERAS4_Dag180,2012-11-09,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/000/ERR1995300/ERR1995300.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/000/ERR1995300/ERR1995300.fastq.gz,
ERR1995299,ERP022986,ERX2055168,Illumina HiSeq 2000 sequencing,Illumina HiSeq 2000 sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,SINGLE,ERS1726305,,Illumina HiSeq 2000,777125,67183641,777125,62351676,ena-RUN-BGI-01-06-2017-09:26:47:676-29,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995299/ERAS4_Dag0_wHAXPI002150-66.clean.single.rmhost.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995299/ERR1995299.1,,ERAS4_Dag0,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726305,ERS1726305,ERAS4_Dag0,2012-05-10,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/009/ERR1995299/ERR1995299.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/009/ERR1995299/ERR1995299.fastq.gz,
ERR1995298,ERP022986,ERX2055167,Illumina HiSeq 2000 sequencing,Illumina HiSeq 2000 sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,SINGLE,ERS1726304,,Illumina HiSeq 2000,820305,71148433,820305,67653990,ena-RUN-BGI-01-06-2017-09:26:47:676-28,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995298/ERAS3_Dag8_wHAXPI002142-61.clean.single.rmhost.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995298/ERR1995298.1,,ERAS3_Dag8,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726304,ERS1726304,ERAS3_Dag8,2012-05-11,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/008/ERR1995298/ERR1995298.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/008/ERR1995298/ERR1995298.fastq.gz,
ERR1995297,ERP022986,ERX2055166,Illumina HiSeq 2000 sequencing,Illumina HiSeq 2000 sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,SINGLE,ERS1726302,,Illumina HiSeq 2000,762436,65910181,762436,63214404,ena-RUN-BGI-01-06-2017-09:26:47:676-27,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995297/ERAS3_Dag4_wHAXPI002216-60.clean.single.rmhost.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995297/ERR1995297.1,,ERAS3_Dag4,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726302,ERS1726302,ERAS3_Dag4,2012-05-07,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/007/ERR1995297/ERR1995297.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/007/ERR1995297/ERR1995297.fastq.gz,
ERR1995296,ERP022986,ERX2055165,Illumina HiSeq 2000 sequencing,Illumina HiSeq 2000 sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,SINGLE,ERS1726303,,Illumina HiSeq 2000,586290,50966669,586290,50273065,ena-RUN-BGI-01-06-2017-09:26:47:676-26,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995296/ERAS3_Dag42_wHAXPI002143-62.clean.single.rmhost.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995296/ERR1995296.1,,ERAS3_Dag42,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726303,ERS1726303,ERAS3_Dag42,2012-06-13,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/006/ERR1995296/ERR1995296.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/006/ERR1995296/ERR1995296.fastq.gz,
ERR1995295,ERP022986,ERX2055164,Illumina HiSeq 2000 sequencing,Illumina HiSeq 2000 sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,SINGLE,ERS1726301,,Illumina HiSeq 2000,825483,71286032,825483,67381903,ena-RUN-BGI-01-06-2017-09:26:47:676-25,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995295/ERAS3_Dag180_wHAXPI002144-63.clean.single.rmhost.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995295/ERR1995295.1,,ERAS3_Dag180,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726301,ERS1726301,ERAS3_Dag180,2012-11-06,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/005/ERR1995295/ERR1995295.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/005/ERR1995295/ERR1995295.fastq.gz,
ERR1995294,ERP022986,ERX2055163,Illumina HiSeq 2000 sequencing,Illumina HiSeq 2000 sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,SINGLE,ERS1726300,,Illumina HiSeq 2000,1042781,89147081,1042781,83267169,ena-RUN-BGI-01-06-2017-09:26:47:676-24,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995294/ERAS3_Dag0_wHAXPI002141-59.clean.single.rmhost.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995294/ERR1995294.1,,ERAS3_Dag0,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726300,ERS1726300,ERAS3_Dag0,2012-05-03,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/004/ERR1995294/ERR1995294.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/004/ERR1995294/ERR1995294.fastq.gz,
ERR1995293,ERP022986,ERX2055162,Illumina HiSeq 2000 sequencing,Illumina HiSeq 2000 sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,SINGLE,ERS1726299,,Illumina HiSeq 2000,620253,54511776,620253,53231049,ena-RUN-BGI-01-06-2017-09:26:47:676-23,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995293/ERAS2_Dag8_wHAXPI002138-56.clean.single.rmhost.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995293/ERR1995293.1,,ERAS2_Dag8,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726299,ERS1726299,ERAS2_Dag8,2012-05-04,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/003/ERR1995293/ERR1995293.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/003/ERR1995293/ERR1995293.fastq.gz,
ERR1995292,ERP022986,ERX2055161,Illumina HiSeq 2000 sequencing,Illumina HiSeq 2000 sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,SINGLE,ERS1726298,,Illumina HiSeq 2000,960807,84305568,960807,81426110,ena-RUN-BGI-01-06-2017-09:26:47:676-22,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995292/ERAS2_Dag4opt_wHAXPI002137-55.clean.single.rmhost.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995292/ERR1995292.1,,ERAS2_Dag4opt,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726298,ERS1726298,ERAS2_Dag4opt,2012-04-30,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/002/ERR1995292/ERR1995292.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/002/ERR1995292/ERR1995292.fastq.gz,
ERR1995291,ERP022986,ERX2055160,Illumina HiSeq 2000 sequencing,Illumina HiSeq 2000 sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,SINGLE,ERS1726297,,Illumina HiSeq 2000,1124853,98270965,1124853,91497283,ena-RUN-BGI-01-06-2017-09:26:47:676-21,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995291/ERAS2_Dag42_wHAXPI002139-57.clean.single.rmhost.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995291/ERR1995291.1,,ERAS2_Dag42,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726297,ERS1726297,ERAS2_Dag42,2012-06-06,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/001/ERR1995291/ERR1995291.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/001/ERR1995291/ERR1995291.fastq.gz,
ERR1995290,ERP022986,ERX2055159,Illumina HiSeq 2000 sequencing,Illumina HiSeq 2000 sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,SINGLE,ERS1726296,,Illumina HiSeq 2000,867531,76684183,867531,72980596,ena-RUN-BGI-01-06-2017-09:26:47:676-20,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995290/ERAS2_Dag180_wHAXPI002140-58.clean.single.rmhost.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995290/ERR1995290.1,,ERAS2_Dag180,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:21Z,public,ERS1726296,ERS1726296,ERAS2_Dag180,2012-10-24,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/000/ERR1995290/ERR1995290.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/000/ERR1995290/ERR1995290.fastq.gz,
ERR1995289,ERP022986,ERX2055158,Illumina HiSeq 2000 sequencing,Illumina HiSeq 2000 sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,SINGLE,ERS1726295,,Illumina HiSeq 2000,934902,81534469,934902,77101000,ena-RUN-BGI-01-06-2017-09:26:47:676-19,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995289/ERAS2_Dag0_wHAXPI002136-54.clean.single.rmhost.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995289/ERR1995289.1,,ERAS2_Dag0,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:21Z,public,ERS1726295,ERS1726295,ERAS2_Dag0,2012-04-26,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/009/ERR1995289/ERR1995289.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/009/ERR1995289/ERR1995289.fastq.gz,
ERR1995288,ERP022986,ERX2055157,Illumina HiSeq 2000 sequencing,Illumina HiSeq 2000 sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,SINGLE,ERS1726294,,Illumina HiSeq 2000,657756,56819477,657756,56297083,ena-RUN-BGI-01-06-2017-09:26:47:676-18,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995288/ERAS1_Dag8_wHAXPI002133-51.clean.single.rmhost.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995288/ERR1995288.1,,ERAS1_Dag8,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:21Z,public,ERS1726294,ERS1726294,ERAS1_Dag8,2012-05-01,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/008/ERR1995288/ERR1995288.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/008/ERR1995288/ERR1995288.fastq.gz,
ERR1995287,ERP022986,ERX2055156,Illumina HiSeq 2000 sequencing,Illumina HiSeq 2000 sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,SINGLE,ERS1726293,,Illumina HiSeq 2000,1170595,100483736,1170595,95973929,ena-RUN-BGI-01-06-2017-09:26:47:676-17,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995287/ERAS1_Dag42_wHAXPI002134-52.clean.single.rmhost.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995287/ERR1995287.1,,ERAS1_Dag42,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:21Z,public,ERS1726293,ERS1726293,ERAS1_Dag42,2012-06-04,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/007/ERR1995287/ERR1995287.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/007/ERR1995287/ERR1995287.fastq.gz,
ERR1995286,ERP022986,ERX2055155,Illumina HiSeq 2000 sequencing,Illumina HiSeq 2000 sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,SINGLE,ERS1726292,,Illumina HiSeq 2000,1011858,87874000,1011858,82565957,ena-RUN-BGI-01-06-2017-09:26:47:676-16,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995286/ERAS1_Dag180_wHAXPI002135-53.clean.single.rmhost.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995286/ERR1995286.1,,ERAS1_Dag180,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:21Z,public,ERS1726292,ERS1726292,ERAS1_Dag180,2012-10-23,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/006/ERR1995286/ERR1995286.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/006/ERR1995286/ERR1995286.fastq.gz,
ERR1995285,ERP022986,ERX2055154,Illumina HiSeq 2000 sequencing,Illumina HiSeq 2000 sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,SINGLE,ERS1726291,,Illumina HiSeq 2000,992179,85742926,992179,79460393,ena-RUN-BGI-01-06-2017-09:26:47:676-15,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995285/ERAS1_Dag0_wHAXPI002132-48.clean.single.rmhost.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995285/ERR1995285.1,,ERAS1_Dag0,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:21Z,public,ERS1726291,ERS1726291,ERAS1_Dag0,2012-04-23,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/005/ERR1995285/ERR1995285.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/005/ERR1995285/ERR1995285.fastq.gz,
ERR1995284,ERP022986,ERX2055153,Illumina HiSeq 2000 sequencing,Illumina HiSeq 2000 sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,SINGLE,ERS1726347,,Illumina HiSeq 2000,466734,40512343,466734,38515961,ena-RUN-BGI-01-06-2017-09:26:47:676-14,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995284/ERAS12_Dag8_wHAXPI002215-140.clean.single.rmhost.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995284/ERR1995284.1,,ERAS12_Dag8,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:10Z,2017-05-11T07:04:23Z,public,ERS1726347,ERS1726347,ERAS12_Dag8,2012-10-16,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/004/ERR1995284/ERR1995284.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/004/ERR1995284/ERR1995284.fastq.gz,
ERR1995283,ERP022986,ERX2055152,Illumina HiSeq 2000 sequencing,Illumina HiSeq 2000 sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,SINGLE,ERS1726346,,Illumina HiSeq 2000,372873,32550990,372873,31390375,ena-RUN-BGI-01-06-2017-09:26:47:676-13,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995283/ERAS12_Dag4opt_wHAXPI002214-133%2B1.clean.single.rmhost.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995283/ERR1995283.1,,ERAS12_Dag4opt,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:10Z,2017-05-11T07:04:23Z,public,ERS1726346,ERS1726346,ERAS12_Dag4opt,2012-10-12,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/003/ERR1995283/ERR1995283.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/003/ERR1995283/ERR1995283.fastq.gz,
ERR1995282,ERP022986,ERX2055151,Illumina HiSeq 2000 sequencing,Illumina HiSeq 2000 sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,SINGLE,ERS1726345,,Illumina HiSeq 2000,602120,52033088,602120,49598247,ena-RUN-BGI-01-06-2017-09:26:47:676-12,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995282/ERAS12_Dag42_wHAXPI002189-142.clean.single.rmhost.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995282/ERR1995282.1,,ERAS12_Dag42,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:10Z,2017-05-11T07:04:23Z,public,ERS1726345,ERS1726345,ERAS12_Dag42,2012-11-20,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/002/ERR1995282/ERR1995282.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/002/ERR1995282/ERR1995282.fastq.gz,
ERR1995281,ERP022986,ERX2055150,Illumina HiSeq 2000 sequencing,Illumina HiSeq 2000 sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,SINGLE,ERS1726344,,Illumina HiSeq 2000,721188,62589006,721188,58752740,ena-RUN-BGI-01-06-2017-09:26:47:676-11,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995281/ERAS12_Dag180_wHAXPI002190-169.clean.single.rmhost.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995281/ERR1995281.1,,ERAS12_Dag180,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:10Z,2017-05-11T07:04:23Z,public,ERS1726344,ERS1726344,ERAS12_Dag180,2013-04-10,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/001/ERR1995281/ERR1995281.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/001/ERR1995281/ERR1995281.fastq.gz,
ERR1995280,ERP022986,ERX2055149,Illumina HiSeq 2000 sequencing,Illumina HiSeq 2000 sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,SINGLE,ERS1726343,,Illumina HiSeq 2000,637251,55449698,637251,52867356,ena-RUN-BGI-01-06-2017-09:26:47:676-10,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995280/ERAS12_Dag0_wHAXPI002187-110.clean.single.rmhost.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995280/ERR1995280.1,,ERAS12_Dag0,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:10Z,2017-05-11T07:04:23Z,public,ERS1726343,ERS1726343,ERAS12_Dag0,2012-10-08,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/000/ERR1995280/ERR1995280.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/000/ERR1995280/ERR1995280.fastq.gz,
