Species	alien-11-0-0	alien-11-2-0	alien-11-7-0	alien-12-7-0	alien-13-7-0	alien-11-60-0	alien-11-376-0	alien-11-377-0	alien-11-378-0	alien-11-380-0	alien-11-392-1	alien-11-392-2	alien-11-392-3	alien-13-392-1	alien-13-392-2	alien-13-392-3	alien-11-600-0	alien-11-630-0	alien-11-632-0	alien-11-637-0	alien-11-773-0	bugkiller-11-0-0	bugkiller-11-2-0	bugkiller-11-7-0	bugkiller-12-7-0	bugkiller-13-7-0	bugkiller-11-60-0	bugkiller-11-392-1	bugkiller-11-392-2	bugkiller-11-392-3	bugkiller-13-392-1	bugkiller-13-392-2	bugkiller-13-392-3	bugkiller-11-600-0	bugkiller-11-773-0	peacemaker-11-0-0	peacemaker-11-2-0	peacemaker-11-7-0	peacemaker-12-7-0	peacemaker-13-7-0	peacemaker-11-60-0	peacemaker-11-392-1	peacemaker-11-392-2	peacemaker-11-392-3	peacemaker-13-392-1	peacemaker-13-392-2	peacemaker-13-392-3	peacemaker-11-600-0	peacemaker-11-773-0	scavenger-11-0-0	scavenger-11-2-0	scavenger-11-7-0	scavenger-12-7-0	scavenger-13-7-0	scavenger-11-60-0	scavenger-11-392-0	halbarad-11-0-0	halbarad-11-2-0	halbarad-11-7-0	halbarad-12-7-0	halbarad-13-7-0	halbarad-11-392-0	tigress-11-0-0	tigress-11-2-0	tigress-11-7-0	tigress-11-60-0	daisy-11-0-0	daisy-11-2-0	daisy-11-7-0	daisy-11-60-0
Faecalibacterium prausnitzii Cluster1575	0.0108111769165036	0.00915419321130051	0.014288940753804	0.00934541289853481	0.00884602752453777	0.021044420773202	0.000194625024480179	0.000125578408168098	0.000230211903647474	7.39452472433203e-05	0.00035776039206822	0.000185852078328412	0.00012590442204256	0.000139107934700035	0.000273943628436197	0.000158912688276918	0.0280010602911951	0.0123296170702852	0.000677696960644489	0.0141027528104433	0.00207763887534043	0.00422954626009774	0.0112929083617569	0.00312297316667125	0.00338148420799686	0.00352764698827921	0.00357601748684711	0.00562497890831419	0.0054946196642926	0.00351225227703812	0.00823221146543836	0.00868140510732046	0.00675948697481488	0.00404462183482969	0.00415502969111818	0.0145693581234945	0.0118863273080891	0.0167800148620797	0.00706757112601268	0.0117483026638211	0.0122015060568523	0.0062185225169054	0.00463522854350208	0.00877239323064217	0.00641134860566048	0.0075213649143028	0.0128654274422045	0.0171737440367842	0.00675512357054429	0.0475735984930303	0.0287351107218642	0.0302928194259738	0.0452199599790587	0.0422923362568695	0.0198702020610197	0.0289183268263139	0.0307541225987497	0.0175030823583409	0.0355127921715032	0.0258162734852312	0.0315477700617739	0.0133625195505415	0.0267289686212589	0.0152596714378186	0.0308749789089818	0.0135710001073415	0.0520488739664616	0.0206161571829859	0.00803276620649365	0.0203260884365328
Faecalibacterium prausnitzii Cluster1576	0.0224946660746819	0.025287181247165	0.0453193416367133	0.0169107471497297	0.0164518330996554	0.0671255312514461	0.000267609408660246	0	0.000392821899081007	0.000221835741729961	0.102696746726783	0.161835859762196	0.130936402110194	0.179299427217983	0.150961202176907	0.160435601539572	0.0922687658256515	0.096284116090772	0.0330751321831427	0.131074425498093	0.0211931422741215	0.0695409478145666	0.131843162376468	0.0261055215185347	0.0321805332905228	0.0254503045387509	0.0296052064326646	0.0183248536485143	0.0206172437674632	0.0108182732349991	0.0150062668157604	0.0184292759282557	0.0116403399366825	0.0278629504177157	0.018434093835554	0.0333333695644172	0.0149400634539973	0.0194609195593714	0.00930208846300084	0.0120738072014539	0.0271836572754748	0.0156272415094033	0.0106337595997989	0.0182366694716855	0.0105375812724614	0.0134516718659646	0.0205675045533758	0.0218116921675119	0.0301086933147968	0.0115568538784457	0.00560895554630983	0.00603856412445138	0.00687282659782447	0.00546131805346482	0.0132546971173389	0.00747166815641824	0.0284359726541203	0.0220649282404874	0.0331312755343264	0.0306905239511144	0.024408663689089	0.0307378777963133	0.00608942837952034	0.00645785468371635	0.0112237049154163	0.00831656911215927	0.000208453978799558	0.00033188889404428	0.00350542312265625	0.00809592079107377
Faecalibacterium prausnitzii Cluster1577	0.0185108778843565	0.0148262890049054	0.0248669382561278	0.0139592949097436	0.013846922481877	0.0275806591821139	0.000182460960450168	0	0.000230211903647474	0	9.75710160186054e-05	0.000103251154626895	0.0011163525421107	0.000115923278916696	0.000127840359936892	0.000198640860346148	0.0062240850542667	0.00733074627621714	0.00808835723158812	0.0103408071509565	0.00173443009357328	0.0110859631794939	0.0190683534632944	0.00466209956026937	0.00627538457825852	0.00598865747165643	0.00620290432705116	0.0055551033939252	0.00680617444853605	0.00379376868092286	0.00715629044845931	0.00845688600971735	0.00469209069262416	0.00568361891822473	0.00537347332376898	0.0611689184211759	0.024870717219825	0.058055453444801	0.0281526783284198	0.0573852444123021	0.0556830772457934	0.0115467576452734	0.0072378969770193	0.0188431348264816	0.0115972593891864	0.0172743435943877	0.0281645967225114	0.0222043618974298	0.0359408494846389	0.0196498265532144	0.0174309080054552	0.00982488246518755	0.0162457830478767	0.0137467397391396	0.0196130264212654	0.0158676663940429	0.029682977451921	0.0165106807980143	0.0286141923408902	0.0240746994802751	0.0256948828537545	0.00604842111475843	0.0861405105619694	0.0576104419068325	0.093611808198922	0.0628480864793872	0.037746846481024	0.0135976832177554	0.00718908809900689	0.0122076581344551
Faecalitalea cylindroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.17495985671585e-05	0	0	0	0	0	0	0.000327357791852424	0.000226758421042369	0.000137115027689201	0.000207972127969102	0.000261289607500866	0.00141649206434624	0	0	0	0	0	0	0	0
Fusobacterium nucleatum subsp. animalis	0	0	0	0	0	0	0	0	0	0	0.00582173728911012	0.00721037229811153	0.00878183343746855	0.00509807650796281	0.00630070345403254	0.00714279426994689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium periodonticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0784277432832e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium ulcerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.48328757869448e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemella haemolysans Cluster1299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.05788350964058e-05	0	0	0	0	0	0	0	0.000131016589479368	0	0	0.000165163314009941	0	0.00115854091175905	0	0	0	0	0	0	0	0	0	0	0	0.000162799710670049	0.000137753936159392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000195228761202518	0.000237655804925848	0.000112547555019561
Gemella haemolysans Cluster1300	0	0	0	0	0	0	0	0	0	0	0	0	7.34442461914932e-05	0	0	0	0	0	0	0	0	0	0	3.72669828958383e-05	0	0	0	0	0	0	0.000113254843892531	0	0.000988754743656432	0	0	0	0	0	0	0	0	6.74460142831388e-05	0	0	9.86664913151813e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemella morbillorum	0	7.29999458636404e-05	0	0	0	8.3959388682234e-05	0	0	0	0	0	0	0	0	0	0	5.85796240401572e-05	0	0	6.05788350964058e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000159721075441116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.54576007375507e-05	0	0	0	0	0	0	0
Gemella sanguinis	9.15813377086285e-05	0	0	0	0	0	0	0	0	0	0	0.000103251154626895	0.000146888492382986	5.35030518077057e-05	0	6.62136201153825e-05	0	6.9816631202068e-05	0	0	0	0.000142249313680417	0	3.72669828958383e-05	0	0	0	0.000122282150180743	0	0.000134055430421302	7.0784277432832e-05	0	0.000269660384633572	0	0.000136903778949528	0	6.01129162580365e-05	0	0	0	0	6.74460142831388e-05	0	0	0	0	0	0	4.98901297676831e-05	0	0	0	0	0	0	0.000146719060508949	7.99362049872198e-05	0	0	0	0	0.000265707988540764	5.6593200553163e-05	0.000239179803100605	0	0	0	0	0	0
Granulicatella adiacens	0.000154543507383311	0.000109499918795461	0	0	0	0.000125939083023351	0.000333642899108878	0.00020929734694683	0	9.24315590541503e-05	0	0	0	0	0	6.62136201153825e-05	0.000152307022504409	6.9816631202068e-05	0	8.07717801285411e-05	0	0.00018966575157389	0	7.45339657916765e-05	4.51466516421476e-05	0	9.58717824891987e-05	0	0	0	0.000106176416149248	4.6774812000649e-05	0.000674150961583931	0	6.84518894747641e-05	5.86292077404204e-05	7.01317356343759e-05	2.49851323139959e-05	0.000168008822329937	0	4.38587564947963e-05	0	0	0	5.91998947891088e-05	0	0	0	7.48351946515247e-05	0	0	5.11357519006986e-05	0	0	6.76777999353533e-05	0.000352125745221478	7.10544044330843e-05	0	0	0	0	6.8047167797025e-05	5.6593200553163e-05	0	0.000117484699044832	0.00014143825020679	6.25361936398674e-05	0.000122017975751574	0.000118827902462924	0
Granulicatella elegans	0	0	0	0	0	0	0	0	0	0	0	0	0	5.35030518077057e-05	0	9.93204301730738e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.10398737469306e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haemophilus haemolyticus Cluster324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66496398820093e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000179914391880565	0.000287638745964607	0	0	0	0	0.000165058943072568	0	0	0	0	0	0	0	0	0.000195807831741386	0	0	0	0.000118827902462924	0
Haemophilus influenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000528075553748953	0	0	0	0	0	0	0	0	0	0	0.000201083145631954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00037464526309247	0.000479397909941011	0	0	0	0.000152275049854545	0.000440157181526848	0	0	0	0	0	0	0	0.000398633005167676	0.000587423495224159	0	0	0.000170825166052203	0.000297069756157309	7.50317033463741e-05
Haemophilus parainfluenzae	0.000368406744873346	9.3857073253252e-05	7.37095987112383e-05	0.000112533707590457	0.000120656513256438	6.29695415116755e-05	0	0	0	0	0	0	0	0	0	0	0.000732245300501964	6.9816631202068e-05	0.00108758417617344	0.000662040126410721	0	0	0	3.72669828958383e-05	6.01955355228635e-05	0	0	0.000232918381296654	0.000240120509741539	0.000442382920390298	0.000462820275522363	0.000346133608804803	0.000441262447582209	0.000198265776217142	0	7.40267774500257e-05	0.000143125991090563	3.49791852395943e-05	0	0	6.57881347421945e-05	0	0	0.000128126483407627	8.87998421836632e-05	0	0.000190881712792351	0	7.9824207628293e-05	0.00211361613318512	0.00296489168917364	0.000229163925184612	0.000202439664147996	0.000176891022714675	0.000297298906858873	0.00164272948105556	5.32908033248132e-05	0	0	8.08780497657618e-05	8.85013186696482e-05	0	0.000195503783729109	0.00143507881860363	0.00175667597619415	0.000149295930773834	9.38042904598011e-05	0.00012550420363019	0.000285186965911017	0
Haemophilus pittmaniae	0.000137372006562943	0.000109499918795461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000175738872120471	0	8.80125922914921e-05	0.00021202592283742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000555617974925274	0.00100673561087612	4.54540016895098e-05	0	0	0	0.000672462360666017	0	0	0	0	0	0	0	0	0.000156646265393109	0	0	0	0	0
Holdemanella biformis	0	0	0	0	0	0	0	0	0.000109624716022607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000562399000496534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Holdemania filiformis	0.000171715008203678	0.000291999783454562	0.000394011309474619	0.000511516852683898	0.000564545475184069	0.000134934731810733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000147089477900207	0.000347720544552131	0.000550246445677589	5.59004743437574e-05	7.52444194035794e-05	0	0	0.000174688785972491	0.000536545139008681	0	7.0784277432832e-05	0.000402263383205582	0.000269660384633572	0.000207707003656053	0.000294343124741486	0	0	0	0	0	0	0	0	0	0	0.000154973178179316	0	7.40886282863856e-05	0	0.000222247189970109	0	0.000138887227384613	0.000303659496221994	0.00024720795099877	0	0.000220078590763424	0	0	0	0	0	0	0.000135823681327591	0.000407491516393624	0.000227137084820008	0.000235730417011317	0.00057533298148678	0.000227766888069604	0.000297069756157309	0.000367655346397233
Intestinibacter bartlettii	0.000163129257793494	0.000189799859245465	8.04104713213509e-05	0	0	6.29695415116755e-05	0	0	0	0.00269160699965686	0.000832606003358766	0.000867309698865922	0.000631620517246842	0.000529680212896286	0.000520492894028775	0.000220712067051275	0.000562364390785509	0.00034908315601034	0.000209029906692294	0.000363473010578435	8.17163766112262e-05	0	0	3.72669828958383e-05	0	0	0	0	0	0	0	6.23664160008654e-05	0	0.000132177184144761	0.000492853604218302	0.000213197119056074	0.00355868464247576	0.000154907820346775	0.000154008087135776	0	0.000142540958608088	0.00273830817989544	0.00175989960742592	0.000990844805018979	0.000793278590174058	0.000754202800472671	0.000668085994773229	0.00020580174523996	0.00015590665552401	7.93739964178962e-05	0	6.36356023653138e-05	0	0	7.89574332579122e-05	0.000178813854995282	8.52652853197012e-05	0.000200080959743266	5.99878246140257e-05	0	0	0.00176728215792845	0	0	7.83231326965546e-05	0	0.000100057909823788	0.000370934646284784	0.000237655804925848	0.000121926517937858
Klebsiella oxytoca	0	7.29999458636404e-05	0	0	0	0.000143930380598115	0	0	0	0	0	0	0	0.000107006103615411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000190881712792351	0	0	0	0	0	0	0	0	0.000110039295381712	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella variicola/pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00015945320206707	0	0.000106078687655093	0	0	0	0
Lachnospiraceae bacterium 1_4_56FAA	0.000284556299308953	0.000160599880900009	7.0359162406182e-05	0	0	0.000134934731810733	0	0	0	0	0	0	0	0	0	0	5.85796240401572e-05	0	0.000167223925353835	0.00010904190317353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000162562803280256	0.000148851030734186	8.12016800204868e-05	0	0	0.000181700562621299	0.000185476539278632	0	0.000128126483407627	0.000118399789578218	0	9.54408563961756e-05	0.000111132942429578	0.000124725324419208	7.93739964178962e-05	0	0	0	0	0	0	0	0	0	0	0	0	6.79118406637956e-05	0	7.83231326965546e-05	0	0.00013202085323972	0.000556401969427176	0.00070108462453125	0.000258442533748622
Lachnospiraceae bacterium 3_1_57FAA_CT1	0	0	5.36069808809006e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.32992797640185e-05	0	0	0	0	0	9.44244199963943e-05	0	0.000128126483407627	8.87998421836632e-05	0.000103315452119544	9.54408563961756e-05	0	0	0	0	0	0	0	0	0	0.000121807550456716	0.0013845602414234	9.74802149977917e-05	0.000134796749609603	0.000169627527450159	0	0	0	0	8.48629501240741e-05	0.000164157508304652	0.000122017975751574	0.000237655804925848	0.000131305480856155
Lactobacillus acidophilus	0	0	0	0	0	0	0	0	0	0	0.000117085219222326	0.000137668206169194	0.000146888492382986	7.13374024102743e-05	0.000502229985466362	6.62136201153825e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000134408851313762	0	0	0	0	0	0	0
Lactobacillus amylovorus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.85796240401572e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus casei	0.000221321566129186	9.73332611515206e-05	0.000454319162965632	0.00010230337053678	0.000177809598483171	0.00139162686740803	0.368337590079963	0.00842631118807938	0.00692280081682761	7.39452472433203e-05	0	0.000154876731940343	0	0	0	0	0.0004100573682811	0	0	0.000551267399377293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.01129162580365e-05	0.00141665700220357	0.000286237252858411	0.000289337366784716	0	0	0	0	0	0	0	0	0	0	0	0.000399995214867687	0.000196113424643371	0.000181697843984096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus delbrueckii	0	0	0	0	0	0	0.00218953152540201	0.000125578408168098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000149067931583353	0.000120391071045727	0.000397257543725136	0	0	0	0	0	0	0	0	0	0	6.01129162580365e-05	3.74776984709939e-05	0	0	0.000741212984762058	0	0	0	8.87998421836632e-05	0	0	0	0.000149670389303049	0	0	6.36356023653138e-05	0	0	0.00204725344804444	0	0	0	6.74863026907789e-05	5.39186998438412e-05	5.90008791130988e-05	0	0	0	0	0	0	0	0	9.37896291829677e-05
Lactobacillus fermentum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.99362049872198e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus helveticus	0.000137372006562943	0	0	0	0	0	0	0	0.000150733984531084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000118399789578218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus plantarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.49851323139959e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000151829748110997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus rhamnosus	0	0	0	0	0	0	0.00475858184854037	0	0.00416847982675962	0.000983471788336159	6.50473440124036e-05	0	0	5.35030518077057e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus ruminis	0	0	0	0	0	0	0	0	0.000143882439779671	0	0	0.000154876731940343	0	0	0	0	0	0	0	0	0	0	0.000611956327435823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.99702646279919e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000410022519601038	0	0	0	0	0	0
Lactobacillus sakei	0	0	0	0	0	0	0	0	0.00016443707403391	0	0	0	0.00011016636928724	8.91717530128428e-05	0.000121752723749421	0	5.85796240401572e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66496398820093e-05	0	0	0	0	7.30979274913273e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus salivarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000239179803100605	0	0	0	0	0	0
Lactobacillus sanfranciscensis	9.15813377086285e-05	0	0	0	0	0	0.00439365992764004	0	0	9.24315590541503e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	7.45339657916765e-05	4.51466516421476e-05	0.000268148842014467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.74460142831388e-05	0	0	5.91998947891088e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactococcus lactis subsp. cremoris	0.000412116019688828	0.000389333044606082	0.000110564398066857	0	6.66785994311892e-05	0.000110196697645432	0.0444766837193329	0.00194646532660552	0.00332985074918668	0	0.000130094688024807	0.000206502309253791	0.000128527430835113	0	0	0	0.00121064556349658	6.9816631202068e-05	0	6.05788350964058e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.32992797640185e-05	0	7.49553969419878e-05	0	0	0	6.74460142831388e-05	0	0	8.87998421836632e-05	0	0	0	0	0	0	0	5.06099160369991e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactococcus lactis subsp. lactis	0.00024040101148515	0.000328499756386382	0.000107213961761801	0.000110828651414844	0.000146057884468319	6.29695415116755e-05	0.21721774607192	0.00706029717033973	0.00460423807294948	0.00486395404089395	0	0	0	0	0	0	0.00393785250492168	0.000122179104603619	0	0.000275970248772515	0.000107252744302234	0	0	7.45339657916765e-05	0	0	0	0	9.93602109275335e-05	0	0	0	0	0.000132177184144761	0	2.66496398820093e-05	0	7.80785384812373e-05	8.40044111649685e-05	0	0	8.99280190441851e-05	0	0	0.000118399789578218	0	0	0	0.000118489058198247	0	0.000369821244811637	3.78783347412582e-05	0	0	0	0	0	0	5.39890421526231e-05	0.000125810299635629	8.85013186696482e-05	0	0	0	0	0	6.25361936398674e-05	0	0	0
Lautropia mirabilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.07191251033951e-05	0	0	0	0
Leuconostoc citreum	0	0	0	0	0	6.29695415116755e-05	0	0	0	0	0	0	0	0	0	0	0	0.000104724946803102	0	6.05788350964058e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc gelidum Cluster1434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.65201730235775e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc gelidum Cluster1435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.78694360602357e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc lactis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.74460142831388e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc mesenteroides	0	0	0	0	0	6.29695415116755e-05	0.00112395951637303	0.000293016285725562	0	0	0	0	9.18053077393665e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000269660384633572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000126524790092498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Megasphaera elsdenii	0	0	0	0	0	0	0.000145968768360134	0	8.2218537016955e-05	0	0	0.000413004618507582	0	0	0	0	0	0	0	0	0	0	0.000226269566446859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.83261438260215e-05	0	0	0	0	0	0	0	0
Megasphaera micronuciformis	0	0	0	0	0	0	0	0.000125578408168098	0.00016443707403391	0.000332753612594941	0	0	0	0	0	0	0	0	0	6.05788350964058e-05	0	0	0	3.72669828958383e-05	0	0	0.000143807673733798	0	0	0	0	0	0.000269660384633572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000158623368477046	0.000158437203283898	0
Meiothermus silvanus	0	0	0	0	0	0.000125939083023351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.38587564947963e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanobrevibacter smithii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000114194578553171	0	0	0	0	0.0025404275977556	0	0.000382687684960969	0	0	0	0	0	0
Neisseria mucosa Cluster436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000146421570901888	0	0
Neisseria mucosa Cluster438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.7614380601259e-05	0	0
Odoribacter splanchnicus	0.00177896748499011	0.0019490985545592	0.00463164314810981	0.00384149156365607	0.00415185412458205	0.00130976646344285	0	0	8.2218537016955e-05	0.00011091787086498	0	0	0	0	0	0	0	0	0	0	0	0.00279756983571487	0.000519391504798472	0.000894407589500118	0.00048306917257098	0.000488626778781918	0.000215711510600697	0.000454190843528475	0.00406383262693612	0.000160866516505563	0.000243812511157532	0.0028251986448392	0.000449433974389287	0.00352913081666512	0.00646870355536521	0	0	0	0	0	0	0	0	0	0.0020127964228297	0	0	0	0.00157985410930997	0.00257489244379655	0.00070311693458015	0.00445449216557196	0.00287464323090155	0.00253338708183539	0.000253791749757575	0.00277299024361914	0.00458300908593394	0.00281713991318519	0.00152069135396555	0.00187637075456567	0.00177592646130427	0.000524935294434193	0.00620261478062667	0.00471981478118528	0.00534946996317468	0.00419364411863133	0.00319559949499722	0.00538831380918949	0.00501453748393538	0.00308380300753598
